Age,Gender,Annual Income,Monthly Income,Employment Type,Job Experience,Loan Amount,Loan Term,Credit Score,Existing Loans,Debt To Income Ratio,Number of Dependents,Education,Home Ownership,Marital Status,Loan Purpose,Previous Defaults,Savings Balance,Current Balance,EMI,Loan Default
65,Female,46256.25,3854.69,Salaried,6,133048.74,12,801,0,1.5,0,High School,Rent,Divorced,Home,0,27013.52,8787.62,11451.03,0
33,Male,59909.88,4992.49,Salaried,6,89702.25,48,784,1,0.4457,3,Bachelor,Own,Divorced,Business,0,6656.82,6332.07,2106.66,0
24,Male,44123.68,3676.97,Salaried,3,28695.6,24,660,2,0.4883,4,High School,Rent,Married,Education,0,5105.02,2891.18,1364.24,0
21,Female,44971.66,3747.64,Self-Employed,0,123312.22,36,545,3,1.4875,3,Bachelor,Rent,Single,Home,0,7946.62,2656.49,4458.03,1
69,Female,159932.68,13327.72,Salaried,43,64190.75,36,717,0,0.1532,0,Bachelor,Rent,Single,Education,0,9659.45,4000.18,2041.25,0
60,Female,229644.69,19137.06,Salaried,31,136476.34,12,687,1,0.6404,3,Bachelor,Rent,Married,Auto,0,27599.44,10667.23,11935.06,0
52,Female,83945.75,6995.48,Self-Employed,27,32013.53,36,626,1,0.1718,0,High School,Rent,Married,Personal,0,38063.5,8791.98,1078.66,0
54,Female,81498.65,6791.55,Salaried,3,130640.44,48,692,0,0.4787,1,Bachelor,Rent,Single,Home,0,3325.32,2391.97,3250.99,0
48,Female,63228.12,5269.01,Salaried,6,19111.84,48,748,0,0.0903,1,High School,Mortgage,Single,Auto,0,19022.14,7692.95,475.6,0
51,Male,59689.59,4974.13,Salaried,19,35401.97,36,755,2,0.3431,1,High School,Mortgage,Divorced,Education,0,17883.76,8095.89,1077.0,0
28,Female,81935.25,6827.94,Salaried,4,68927.51,12,683,2,0.9317,4,Bachelor,Mortgage,Single,Auto,0,8802.94,4460.56,6027.81,0
59,Male,13529.81,1127.48,Student,0,2038.57,48,708,2,0.2772,0,High School,Own,Married,Auto,0,0.0,3513.0,50.73,0
46,Female,37153.73,3096.14,Salaried,7,114059.93,24,709,0,1.5,1,High School,Mortgage,Married,Home,0,3108.94,1926.34,5210.8,1
54,Male,216268.58,18022.38,Salaried,13,61871.2,24,669,4,0.2284,0,Master,Rent,Married,Auto,1,15016.7,5773.03,2941.47,0
23,Female,10711.14,892.59,Unemployed,0,23789.71,48,648,1,1.0687,3,PhD,Mortgage,Married,Business,0,11238.14,4492.82,638.22,1
32,Male,10558.3,879.86,Unemployed,0,2000.0,24,504,1,0.2623,1,Bachelor,Mortgage,Married,Auto,1,1811.23,2046.06,99.85,1
21,Female,34927.14,2910.6,Salaried,0,35164.47,36,683,1,0.4339,2,High School,Own,Single,Business,0,6884.79,2828.38,1118.22,0
64,Female,6843.14,570.26,Unemployed,0,2000.0,24,653,0,0.1667,2,High School,Rent,Married,Auto,0,3181.39,2271.18,95.08,0
25,Male,90408.59,7534.05,Salaried,2,74690.44,60,783,0,0.1917,2,Bachelor,Mortgage,Single,Education,0,27930.05,6625.17,1443.98,0
50,Female,2999.5,249.96,Unemployed,0,6439.71,36,539,3,1.5,1,High School,Mortgage,Married,Home,1,6161.99,4723.41,232.81,1
50,Male,109911.93,9159.33,Salaried,1,226022.41,24,688,0,1.1274,0,Master,Mortgage,Married,Home,0,18248.4,5646.07,10325.78,0
37,Female,91122.94,7593.58,Salaried,9,44407.32,24,628,0,0.278,1,High School,Rent,Married,Auto,1,32278.69,9107.77,2111.2,0
68,Female,215483.09,17956.92,Salaried,5,141889.47,36,807,0,0.2404,4,PhD,Rent,Single,Auto,0,68802.64,11180.61,4316.55,0
67,Male,7783.29,648.61,Student,0,4558.76,36,650,0,0.2368,2,Bachelor,Mortgage,Single,Education,0,3402.62,3759.67,153.6,0
43,Female,111212.24,9267.69,Salaried,22,68798.85,36,664,2,0.2732,0,Bachelor,Rent,Married,Auto,0,40308.41,22107.96,2318.11,0
35,Male,47785.3,3982.11,Salaried,6,93852.71,48,768,2,0.7536,0,High School,Rent,Single,Home,0,13381.79,5945.56,2204.13,0
57,Male,104552.01,8712.67,Salaried,15,60680.96,24,651,0,0.3311,1,Master,Own,Divorced,Education,0,8604.68,3504.71,2884.88,0
41,Female,55842.83,4653.57,Salaried,5,107665.75,60,663,0,0.5264,2,High School,Rent,Divorced,Home,0,27391.96,8266.37,2449.73,0
34,Male,134869.23,11239.1,Self-Employed,10,64631.15,36,710,0,0.1829,0,Bachelor,Rent,Single,Personal,0,52010.82,20810.18,2055.25,0
22,Female,126057.22,10504.77,Self-Employed,1,50258.18,12,724,2,0.4497,2,Master,Mortgage,Single,Education,0,56624.44,29506.85,4395.15,0
31,Female,84019.16,7001.6,Self-Employed,5,13376.16,48,605,0,0.0513,3,High School,Rent,Married,Auto,0,22122.07,7200.3,358.85,0
59,Male,100121.75,8343.48,Salaried,14,217790.11,48,785,2,0.6727,1,Bachelor,Rent,Divorced,Home,0,7897.64,3250.68,5114.81,0
58,Female,147966.26,12330.52,Salaried,21,103701.38,36,721,0,0.2674,0,Bachelor,Mortgage,Married,Personal,0,62314.43,36419.51,3297.68,0
54,Male,148184.65,12348.72,Salaried,14,652270.22,48,689,0,1.3144,3,Bachelor,Rent,Single,Home,0,5096.33,3391.84,16231.77,0
58,Male,13981.73,1165.14,Student,0,38994.87,36,740,0,1.0643,1,Bachelor,Rent,Married,Home,0,13057.91,6196.65,1240.03,0
54,Male,193417.36,16118.11,Salaried,22,44970.08,12,679,0,0.244,1,Bachelor,Rent,Single,Auto,0,20092.05,8409.76,3932.7,0
38,Male,86896.58,7241.38,Salaried,5,80159.21,36,600,1,0.3926,0,Bachelor,Rent,Single,Education,0,0.0,554.75,2700.88,0
50,Male,173043.51,14420.29,Salaried,16,687487.66,48,581,1,1.2995,1,Bachelor,Own,Single,Home,0,5904.89,4795.58,18443.57,1
35,Male,73636.35,6136.36,Salaried,1,44346.08,36,697,2,0.3509,2,Bachelor,Own,Married,Personal,0,18665.41,5190.25,1410.19,0
47,Female,72947.28,6078.94,Salaried,1,238624.22,24,715,1,1.5,1,High School,Rent,Single,Home,0,0.0,1887.24,10901.49,0
54,Female,219638.98,18303.25,Self-Employed,18,750396.55,36,689,0,1.3037,0,Master,Rent,Married,Home,0,36363.51,11364.53,23862.41,0
58,Female,83711.16,6975.93,Salaried,4,115507.61,12,659,2,1.5,2,Master,Rent,Divorced,Home,0,6225.65,4777.4,10316.83,0
53,Female,120092.08,10007.67,Salaried,3,58658.26,36,755,0,0.1783,0,Bachelor,Rent,Married,Personal,0,0.0,989.64,1784.5,0
44,Female,93550.54,7795.88,Salaried,17,40202.06,36,735,0,0.164,0,Bachelor,Mortgage,Married,Education,0,12602.86,4601.49,1278.41,0
35,Male,135208.32,11267.36,Salaried,7,65400.71,60,745,1,0.1441,2,Bachelor,Own,Single,Education,0,11763.21,10325.7,1357.61,0
50,Female,8151.09,679.26,Unemployed,0,4392.59,24,602,0,0.3074,3,Bachelor,Rent,Married,Auto,0,5471.2,5069.93,208.83,0
62,Female,227638.34,18969.86,Salaried,40,63259.43,36,741,0,0.106,0,Bachelor,Rent,Single,Education,0,89452.34,46315.42,2011.63,0
37,Male,42653.34,3554.44,Salaried,10,173650.64,36,681,0,1.5,0,High School,Rent,Married,Home,0,12332.37,6452.69,5522.04,1
25,Female,2657.41,221.45,Unemployed,0,2000.0,12,502,0,0.3667,2,Bachelor,Mortgage,Single,Personal,1,6202.39,3162.11,183.36,1
49,Female,117467.28,9788.94,Salaried,15,89961.25,60,718,3,0.2822,1,High School,Mortgage,Single,Education,0,17922.04,11242.33,1867.45,0
24,Female,46867.95,3905.66,Salaried,3,35878.6,36,648,0,0.3095,1,High School,Rent,Single,Education,0,645.07,2123.88,1208.89,0
30,Female,112927.17,9410.6,Salaried,3,168422.19,36,630,1,0.6224,0,Bachelor,Own,Single,Business,0,56219.06,30051.53,5674.81,0
37,Male,119243.07,9936.92,Salaried,8,76100.55,36,789,0,0.233,0,Bachelor,Own,Married,Auto,0,13831.67,8266.0,2315.13,0
30,Male,109309.7,9109.14,Salaried,8,278974.03,12,571,0,1.5,2,Bachelor,Rent,Married,Home,0,29969.98,10525.31,25576.34,1
37,Male,113780.16,9481.68,Salaried,7,297308.21,60,680,0,0.6509,1,Bachelor,Rent,Single,Home,0,25973.15,16052.19,6171.63,0
40,Female,82514.2,6876.18,Salaried,10,353547.93,36,681,0,1.5,3,Master,Rent,Married,Home,0,25671.44,14215.59,11242.73,1
44,Male,123173.36,10264.45,Salaried,20,116705.39,36,710,0,0.3616,1,Bachelor,Rent,Married,Business,0,54283.7,25761.42,3711.2,0
25,Female,83030.73,6919.23,Salaried,0,278102.14,24,629,1,1.5,1,Bachelor,Mortgage,Married,Home,0,41033.85,11520.46,13221.48,0
54,Male,114875.29,9572.94,Salaried,17,354435.1,12,570,1,1.5,3,High School,Mortgage,Married,Home,1,62383.0,38375.81,32494.61,1
26,Male,68022.49,5668.54,Salaried,3,40364.77,48,629,1,0.2327,0,High School,Mortgage,Single,Auto,0,14246.09,5835.72,1082.89,0
22,Male,56460.54,4705.04,Salaried,0,242476.88,36,625,0,1.5,1,Bachelor,Rent,Single,Home,0,31883.09,12837.15,8170.0,1
33,Female,14849.26,1237.44,Student,0,9618.44,24,729,1,0.6303,0,Bachelor,Mortgage,Married,Education,0,7352.37,3923.56,439.42,0
63,Male,185171.93,15430.99,Salaried,29,433178.26,24,752,2,1.2845,0,Bachelor,Mortgage,Divorced,Home,0,0.0,999.37,19198.72,0
63,Male,126165.89,10513.82,Salaried,17,67801.74,36,746,2,0.2741,0,Bachelor,Rent,Married,Personal,0,1516.45,2623.49,2156.08,0
68,Male,165297.87,13774.82,Salaried,18,262775.56,12,822,0,1.5,0,Bachelor,Mortgage,Married,Home,0,19121.67,5775.49,22616.15,0
31,Male,72778.23,6064.85,Self-Employed,8,201224.63,60,698,1,0.7223,3,High School,Own,Married,Home,0,27701.89,14547.17,4177.09,0
67,Male,9099.89,758.32,Unemployed,0,5059.77,36,756,2,0.6232,1,High School,Rent,Married,Education,0,5607.78,6431.46,153.93,0
43,Female,8171.33,680.94,Unemployed,0,12402.57,24,584,0,0.8659,3,Master,Rent,Married,Home,0,7131.26,6428.57,589.64,1
36,Female,65168.45,5430.7,Salaried,7,230388.22,48,737,3,1.2725,1,Bachelor,Rent,Married,Home,0,38050.65,9702.58,5733.22,0
51,Male,87641.91,7303.49,Salaried,17,272650.61,12,693,1,1.5,1,High School,Rent,Married,Home,0,37037.35,5844.99,23843.7,0
31,Female,70479.1,5873.26,Salaried,5,31525.52,24,612,0,0.2552,0,Bachelor,Mortgage,Married,Auto,0,27397.0,14167.08,1498.78,0
36,Female,128434.61,10702.88,Salaried,15,49112.96,24,641,1,0.2518,1,Bachelor,Mortgage,Married,Auto,0,0.0,1629.18,2334.92,0
28,Female,56295.32,4691.28,Self-Employed,5,35656.44,60,648,1,0.2126,1,Bachelor,Mortgage,Married,Auto,0,0.0,2025.68,811.29,0
24,Female,39526.15,3293.85,Salaried,2,30731.82,24,717,2,0.5012,0,High School,Mortgage,Single,Auto,0,4049.73,4187.53,1403.98,0
60,Female,208086.89,17340.57,Self-Employed,28,111664.88,36,764,0,0.1959,2,Bachelor,Own,Married,Auto,0,23694.09,13371.17,3397.06,0
24,Female,6052.71,504.39,Unemployed,0,3377.69,36,500,0,0.2421,0,High School,Rent,Married,Auto,2,6045.87,3588.65,122.11,1
45,Female,215976.42,17998.04,Salaried,21,302036.63,48,684,2,0.4495,1,Master,Mortgage,Divorced,Home,0,9080.96,7751.8,7516.19,0
23,Male,77832.18,6486.02,Self-Employed,1,147275.09,36,607,2,0.8314,1,Bachelor,Rent,Married,Home,0,0.0,3536.44,4962.28,1
52,Female,98361.58,8196.8,Salaried,14,66296.24,36,850,1,0.2662,4,Bachelor,Rent,Single,Auto,0,0.0,2188.32,2016.86,0
23,Female,74638.14,6219.84,Salaried,0,50366.38,48,653,1,0.2492,0,Bachelor,Own,Single,Auto,0,18304.57,11831.67,1351.2,0
47,Male,131370.01,10947.5,Salaried,25,130250.44,36,660,0,0.4009,1,High School,Mortgage,Married,Business,0,54470.88,11922.64,4388.65,0
49,Male,43769.64,3647.47,Salaried,3,13555.32,36,693,3,0.4042,1,High School,Rent,Single,Education,0,25341.5,15616.56,431.06,0
52,Female,165859.85,13821.65,Salaried,11,103645.45,48,744,2,0.2071,0,PhD,Rent,Divorced,Personal,0,13610.53,6727.87,2579.22,0
39,Female,43560.16,3630.01,Salaried,6,9914.26,48,784,2,0.1416,1,High School,Mortgage,Single,Auto,0,19522.57,12249.58,232.84,0
41,Male,59583.23,4965.27,Self-Employed,10,51810.84,36,537,0,0.3772,0,High School,Own,Divorced,Education,1,11354.53,407.35,1873.09,0
25,Female,180064.26,15005.36,Salaried,1,20238.67,48,639,4,0.118,0,PhD,Mortgage,Married,Education,0,91817.37,24250.32,542.95,0
38,Male,9857.23,821.44,Unemployed,0,14072.8,24,581,0,0.8145,0,Bachelor,Rent,Divorced,Home,0,5105.66,3838.91,669.05,1
48,Male,81246.22,6770.52,Self-Employed,6,25139.58,48,661,1,0.1265,2,Bachelor,Rent,Single,Auto,0,14259.63,11148.8,674.43,0
62,Female,55650.72,4637.56,Self-Employed,19,35338.15,24,841,2,0.493,0,High School,Rent,Married,Auto,0,17425.95,3615.96,1566.21,0
42,Male,74517.57,6209.8,Salaried,2,40962.72,24,674,0,0.3014,1,Bachelor,Mortgage,Single,Auto,0,2047.81,2606.82,1871.37,0
41,Male,106824.68,8902.06,Salaried,3,185246.89,24,807,0,0.9223,0,Bachelor,Rent,Single,Home,0,25050.17,11690.86,8210.26,0
26,Female,42416.48,3534.71,Self-Employed,1,19843.11,12,598,0,0.5014,0,Bachelor,Rent,Single,Auto,0,23920.25,15393.47,1772.33,0
21,Male,9453.41,787.78,Unemployed,0,5687.09,24,485,1,0.5658,0,High School,Mortgage,Married,Personal,1,5296.5,4737.96,283.92,1
25,Male,99112.43,8259.37,Salaried,3,20504.07,24,702,0,0.1134,1,Bachelor,Mortgage,Single,Personal,0,52477.92,34555.5,936.72,0
61,Female,74533.66,6211.14,Self-Employed,19,12406.62,36,677,0,0.0635,0,Bachelor,Mortgage,Divorced,Auto,0,11999.73,9319.94,394.53,0
32,Female,122649.15,10220.76,Salaried,11,314374.24,36,592,0,1.0364,0,Bachelor,Own,Single,Home,0,5686.94,6569.57,10592.51,0
46,Female,107818.54,8984.88,Self-Employed,20,494205.52,36,717,2,1.5,2,Bachelor,Mortgage,Single,Home,0,44243.39,24327.81,15715.6,1
66,Female,55537.4,4628.12,Salaried,16,6660.92,36,801,0,0.0438,1,High School,Rent,Single,Education,0,0.0,4423.78,202.64,0
54,Male,74330.08,6194.17,Salaried,17,32430.43,12,732,0,0.4579,0,High School,Mortgage,Married,Personal,0,7184.83,5657.8,2836.09,0
69,Female,135434.45,11286.2,Salaried,39,76919.92,36,750,2,0.2563,1,Bachelor,Rent,Single,Auto,0,37358.35,20636.32,2446.03,0
34,Female,127157.36,10596.45,Salaried,7,138129.43,60,693,1,0.2894,0,Bachelor,Rent,Divorced,Business,0,50491.45,31039.64,2867.34,0
46,Female,198720.08,16560.01,Salaried,7,91558.6,36,736,0,0.1758,1,PhD,Mortgage,Married,Auto,0,55651.56,28261.01,2911.54,0
65,Female,11807.53,983.96,Unemployed,0,3581.26,24,694,0,0.1663,0,Bachelor,Rent,Divorced,Personal,0,13016.68,7946.96,163.61,0
47,Female,89964.51,7497.04,Salaried,4,53845.61,24,628,3,0.4751,0,Bachelor,Rent,Single,Auto,0,33582.32,8260.48,2559.92,0
29,Male,75418.35,6284.86,Salaried,7,179695.08,48,645,1,0.8019,0,Master,Mortgage,Married,Home,0,31654.69,10399.8,4820.77,0
46,Male,57272.73,4772.73,Salaried,8,210653.31,12,701,0,1.5,0,High School,Own,Married,Home,0,33420.31,17535.05,18421.94,0
67,Female,10386.37,865.53,Unemployed,0,30289.15,24,631,0,1.5,2,Bachelor,Mortgage,Married,Home,0,10464.48,4566.32,1440.0,1
42,Female,78923.96,6577.0,Salaried,19,35650.93,24,711,0,0.2476,0,High School,Rent,Married,Education,0,29024.46,11877.15,1628.7,0
67,Female,6556.75,546.4,Unemployed,0,3196.76,24,652,1,0.6295,0,High School,Rent,Divorced,Personal,0,5388.41,1488.33,151.98,0
50,Male,120380.15,10031.68,Salaried,19,62248.3,12,713,1,0.5759,1,Bachelor,Rent,Single,Auto,0,35539.2,22039.6,5443.71,0
63,Female,103688.4,8640.7,Salaried,22,87860.64,48,684,0,0.253,1,Bachelor,Rent,Married,Personal,0,51323.59,7761.87,2186.42,0
68,Female,104894.72,8741.23,Self-Employed,36,73548.16,24,660,1,0.4164,0,Bachelor,Mortgage,Single,Auto,0,48270.57,16885.03,3496.61,0
37,Female,6805.6,567.13,Student,0,12367.27,24,749,3,1.5,0,Bachelor,Mortgage,Single,Home,0,6009.17,4758.68,565.0,1
46,Female,88122.19,7343.52,Salaried,9,244498.39,12,674,0,1.5,0,Bachelor,Mortgage,Single,Home,0,13255.44,9716.39,21381.75,0
56,Female,84979.9,7081.66,Salaried,32,296934.36,12,850,2,1.5,0,High School,Own,Divorced,Home,0,37369.18,22499.15,25556.08,0
21,Female,80455.14,6704.6,Salaried,0,15988.54,24,554,1,0.1379,0,Bachelor,Mortgage,Divorced,Personal,0,9625.5,6087.01,798.21,0
28,Female,106934.94,8911.25,Salaried,7,222588.43,24,637,0,1.1875,0,Bachelor,Mortgage,Single,Home,0,50888.75,21582.58,10582.26,0
69,Female,10700.66,891.72,Student,0,2429.82,48,732,1,0.4715,2,Master,Rent,Divorced,Personal,0,11247.55,2504.2,60.47,0
55,Female,46793.52,3899.46,Salaried,15,152805.15,60,736,0,0.8134,4,High School,Mortgage,Married,Home,0,5123.3,2663.52,3171.98,0
35,Female,60676.74,5056.39,Self-Employed,1,22441.38,60,590,0,0.101,1,High School,Own,Married,Personal,0,28172.35,9466.93,510.61,0
67,Female,137994.4,11499.53,Salaried,27,465510.41,24,850,1,1.5,0,Bachelor,Own,Single,Home,0,61353.67,32327.04,20631.71,0
42,Female,198454.86,16537.9,Salaried,11,272720.11,12,651,0,1.4729,2,Master,Own,Married,Business,0,4072.82,4376.61,24358.62,1
34,Female,86151.61,7179.3,Salaried,3,47050.07,36,630,0,0.2208,1,Bachelor,Own,Single,Education,0,21290.06,13450.29,1585.3,0
46,Male,68388.22,5699.02,Salaried,14,21384.85,24,690,0,0.1714,2,Bachelor,Mortgage,Single,Education,0,36735.34,22256.66,976.96,0
48,Male,106935.8,8911.32,Self-Employed,17,61008.29,12,600,1,0.6422,1,PhD,Mortgage,Married,Education,0,7170.57,3231.12,5449.09,0
43,Female,174364.28,14530.36,Salaried,4,481587.42,36,643,0,1.1167,1,PhD,Rent,Married,Home,1,34732.43,11101.61,16226.58,1
34,Female,91852.1,7654.34,Salaried,9,53375.78,24,637,1,0.3735,0,Bachelor,Mortgage,Married,Auto,0,27461.03,14033.7,2537.58,0
44,Female,4879.96,406.66,Unemployed,0,7262.61,24,516,0,0.7252,1,Bachelor,Mortgage,Divorced,Business,1,6582.33,5331.69,362.58,1
22,Female,49253.31,4104.44,Self-Employed,1,168100.19,36,645,1,1.4612,0,High School,Mortgage,Married,Home,0,5361.6,3517.25,5663.96,1
65,Female,70976.72,5914.73,Salaried,6,30632.43,36,657,0,0.1745,0,Master,Mortgage,Single,Auto,0,19235.72,7610.59,1032.13,0
46,Female,5919.84,493.32,Unemployed,0,2000.0,12,623,1,0.6909,0,Bachelor,Own,Single,Auto,0,6120.11,5956.88,178.63,1
34,Female,142572.46,11881.04,Salaried,10,17217.11,12,616,1,0.145,1,PhD,Mortgage,Married,Personal,0,16228.22,5977.74,1537.79,0
27,Female,80611.73,6717.64,Self-Employed,6,14013.35,48,703,0,0.0519,1,High School,Rent,Divorced,Auto,0,0.0,1546.66,348.72,0
23,Male,50614.05,4217.84,Salaried,0,14878.28,24,705,0,0.1612,3,Bachelor,Rent,Divorced,Auto,0,27262.35,7284.64,679.71,0
67,Male,252519.7,21043.31,Salaried,42,189968.16,36,766,1,0.2887,0,Bachelor,Mortgage,Married,Education,0,108920.63,24516.26,5779.2,0
43,Male,93037.44,7753.12,Self-Employed,6,229539.27,48,657,1,0.8356,0,Bachelor,Rent,Married,Home,0,18284.34,4072.54,6157.96,0
66,Male,54697.47,4558.12,Salaried,22,36418.52,12,808,0,0.6877,3,High School,Rent,Married,Education,0,8909.25,4706.1,3134.41,0
63,Female,193997.57,16166.46,Salaried,19,119324.84,48,742,2,0.229,3,Bachelor,Rent,Single,Personal,0,0.0,2149.69,2969.4,0
67,Male,162915.67,13576.31,Salaried,19,357421.36,36,698,1,0.8483,1,Bachelor,Rent,Single,Business,1,0.0,986.7,11365.9,1
65,Male,127695.84,10641.32,Salaried,31,55056.35,12,655,4,0.5594,0,Bachelor,Own,Married,Personal,0,42433.43,14323.63,4917.48,0
38,Male,60578.18,5048.18,Self-Employed,3,11492.4,36,683,1,0.0994,1,High School,Rent,Divorced,Education,0,22400.26,6822.96,365.46,0
58,Male,201590.72,16799.23,Salaried,23,78024.5,12,658,0,0.4148,0,Bachelor,Rent,Divorced,Auto,0,7294.17,5676.62,6968.94,0
55,Female,71540.35,5961.7,Salaried,0,32133.25,24,740,2,0.3726,3,High School,Mortgage,Single,Auto,0,5328.4,4311.49,1468.0,0
35,Female,9311.58,775.96,Unemployed,0,5748.88,36,585,0,0.2496,2,High School,Own,Married,Auto,1,8096.43,4047.79,193.7,1
45,Female,165735.47,13811.29,Salaried,20,56168.59,36,695,1,0.1397,0,Bachelor,Mortgage,Divorced,Education,0,38556.25,7521.27,1786.15,0
57,Male,161691.14,13474.26,Salaried,27,528080.36,24,763,2,1.5,3,Master,Rent,Married,Home,0,27189.19,11527.93,23404.84,0
48,Male,223464.29,18622.02,Salaried,25,144171.37,24,760,0,0.3431,1,Bachelor,Mortgage,Single,Education,0,80183.19,39057.11,6389.76,0
30,Male,57991.53,4832.63,Salaried,1,225341.15,48,653,0,1.2509,4,Bachelor,Mortgage,Married,Home,0,18741.11,8068.06,6045.34,1
59,Female,88410.96,7367.58,Salaried,25,192509.71,36,722,0,0.8309,4,Bachelor,Rent,Married,Home,0,21911.12,11313.37,6121.76,0
37,Male,124099.93,10341.66,Salaried,3,448648.0,24,751,3,1.5,0,Bachelor,Mortgage,Married,Home,0,0.0,0.0,19884.35,1
59,Female,37865.04,3155.42,Self-Employed,4,29205.63,36,780,3,0.4298,0,High School,Mortgage,Married,Auto,0,10004.26,9317.36,888.49,0
42,Male,7216.13,601.34,Unemployed,0,4034.22,24,637,0,0.3189,1,PhD,Mortgage,Married,Auto,0,6949.94,6884.84,191.79,1
46,Female,185902.73,15491.89,Self-Employed,23,58953.34,36,796,0,0.1158,4,Master,Own,Single,Education,1,90186.28,17112.04,1793.47,0
64,Male,10482.06,873.5,Unemployed,0,8330.42,48,564,0,0.2801,4,Bachelor,Mortgage,Single,Auto,0,5688.07,4788.01,244.71,0
45,Male,8966.59,747.22,Student,0,2000.0,12,621,0,0.2391,1,Bachelor,Mortgage,Married,Education,0,4239.09,1673.09,178.63,0
37,Female,78170.15,6514.18,Self-Employed,1,272741.61,24,520,2,1.5,0,Bachelor,Rent,Single,Home,2,0.0,3360.35,13616.38,1
33,Male,2437.38,203.12,Unemployed,0,6258.54,24,536,2,1.5,0,Bachelor,Mortgage,Divorced,Home,0,4598.69,3771.01,312.45,1
40,Male,36807.54,3067.3,Self-Employed,1,136133.37,48,589,0,1.1907,2,High School,Mortgage,Single,Home,0,18882.61,10014.92,3652.12,0
45,Female,111971.64,9330.97,Salaried,17,381282.09,60,749,0,0.8482,1,High School,Mortgage,Married,Home,0,4307.53,2158.55,7914.79,0
24,Female,76312.17,6359.35,Salaried,1,115548.35,36,671,2,0.6915,1,Bachelor,Mortgage,Divorced,Home,0,26108.52,9552.1,3674.41,0
30,Female,93559.26,7796.6,Salaried,7,33545.84,36,787,2,0.1687,1,Master,Mortgage,Single,Education,0,33258.54,6675.06,1020.53,0
23,Male,5689.07,474.09,Unemployed,0,2000.0,36,601,3,1.055,2,High School,Mortgage,Married,Personal,0,8255.87,7280.03,67.39,1
61,Male,81649.94,6804.16,Self-Employed,27,15060.75,36,589,0,0.0746,3,High School,Mortgage,Married,Education,0,38163.77,9190.56,507.46,0
65,Male,85553.89,7129.49,Self-Employed,2,18164.27,36,612,0,0.0858,0,Bachelor,Mortgage,Single,Education,1,8401.48,2340.65,612.03,0
38,Male,92642.93,7720.24,Salaried,17,19280.97,48,668,3,0.1252,0,Master,Rent,Divorced,Education,1,0.0,4449.26,517.26,0
67,Female,49297.95,4108.16,Salaried,9,16908.78,48,705,0,0.1024,2,High School,Mortgage,Single,Personal,0,2112.83,2351.95,420.78,0
56,Female,51297.9,4274.82,Salaried,5,19308.45,12,727,0,0.395,3,High School,Mortgage,Married,Personal,0,9270.61,5760.79,1688.55,0
67,Male,11282.14,940.18,Unemployed,0,8258.95,48,553,0,0.258,0,Bachelor,Mortgage,Single,Auto,0,11212.97,5927.36,242.61,0
42,Female,8232.78,686.06,Unemployed,0,4810.17,24,579,1,0.6499,0,Bachelor,Mortgage,Single,Auto,0,8132.14,3317.29,240.14,1
54,Male,116493.42,9707.78,Self-Employed,33,63370.07,48,744,1,0.1998,0,High School,Rent,Divorced,Personal,0,41902.11,13052.81,1576.97,0
67,Female,75990.58,6332.55,Salaried,30,199290.83,12,737,2,1.5,0,High School,Rent,Married,Home,0,6013.7,4711.42,17428.28,0
28,Male,88859.65,7404.97,Salaried,3,163362.17,24,674,0,1.0079,0,Bachelor,Mortgage,Single,Business,0,30883.34,13099.71,7463.16,0
60,Male,158620.06,13218.34,Salaried,12,30207.71,48,776,0,0.0537,1,Bachelor,Mortgage,Married,Personal,0,5210.02,3908.8,709.43,0
69,Female,335887.43,27990.62,Salaried,38,62255.92,60,693,2,0.0626,0,PhD,Rent,Married,Auto,0,172481.65,22022.93,1292.33,0
64,Female,87750.18,7312.52,Self-Employed,19,58830.78,36,610,1,0.3147,1,Bachelor,Rent,Divorced,Auto,0,47610.28,8526.54,1982.24,0
39,Female,101804.09,8483.67,Salaried,9,11100.62,24,618,0,0.0622,0,High School,Rent,Married,Auto,1,1840.62,4620.68,527.74,0
62,Male,149828.64,12485.72,Salaried,25,422201.69,48,779,1,0.804,0,Bachelor,Rent,Divorced,Home,0,47566.32,8083.52,9915.42,0
61,Male,105722.63,8810.22,Salaried,18,288286.71,48,690,0,0.8143,1,Bachelor,Rent,Married,Home,0,48655.56,8954.31,7174.03,0
